order_id,customer_id,order_ts,country,currency,payment_method,shipping_amount,discount_amount,order_status,source_file_date
O20260211-000032,C025390,2026-02-08T10:43:38,SE,SEK,card,4.99,0.00,shipped,2026-02-11
O20260211-000033,C036567,2026-02-06T12:18:16,US,USD,paypal,4.99,0.00,cancelled,2026-02-11
O20260211-000034,C009269,2026-02-09T09:41:44,GB,GBP,gift_card,2.99,15.00,placed,2026-02-11
O20260211-000035,C036630,2026-02-08T20:50:21,SE,SEK,paypal,0.00,10.00,cancelled,2026-02-11
O20260211-000036,C001195,2026-02-09T09:11:13,SE,SEK,klarna,7.99,0.00,paid,2026-02-11
O20260211-000037,C010155,2026-02-11T09:54:50,DE,EUR,card,0.00,5.00,cancelled,2026-02-11
O20260211-000038,C039142,2026-02-08T04:10:11,DE,EUR,paypal,7.99,0.00,delivered,2026-02-11
O20260211-000039,C015567,2026-02-08T19:18:48,SE,SEK,gift_card,2.99,15.00,paid,2026-02-11
O20260211-000040,C030738,2026-02-10T11:43:36,SE,SEK,gift_card,7.99,5.00,delivered,2026-02-11
O20260211-000041,C034568,2026-02-08T05:52:12,FR,EUR,paypal,4.99,0.00,delivered,2026-02-11
O20260211-000042,C036343,2026-02-11T22:54:33,SE,SEK,card,4.99,0.00,paid,2026-02-11
O20260211-000043,C029447,2026-02-07T04:53:27,SE,SEK,card,2.99,10.00,shipped,2026-02-11
O20260211-000044,C027191,2026-02-11T12:32:23,US,USD,paypal,7.99,0.00,shipped,2026-02-11
O20260211-000045,C001848,2026-02-09T03:53:45,DE,EUR,klarna,2.99,0.00,placed,2026-02-11
O20260211-000046,C030963,2026-02-06T04:48:45,SE,SEK,gift_card,7.99,15.00,placed,2026-02-11
O20260211-000047,C001246,2026-02-09T06:53:09,US,USD,gift_card,0.00,5.00,paid,2026-02-11
O20260211-000048,C007986,2026-02-11T07:26:40,SE,SEK,gift_card,0.00,0.00,delivered,2026-02-11
O20260211-000049,C035131,2026-02-11T20:32:36,FR,EUR,paypal,2.99,5.00,delivered,2026-02-11
O20260211-000050,C023123,2026-02-10T18:26:11,US,USD,card,4.99,0.00,cancelled,2026-02-11
O20260211-000051,C033249,2026-02-07T17:01:24,FR,EUR,gift_card,0.00,10.00,shipped,2026-02-11
O20260211-000052,C001065,2026-02-09T02:22:15,SE,SEK,card,4.99,0.00,placed,2026-02-11
O20260211-000053,C035784,2026-02-09T20:11:53,SE,SEK,gift_card,7.99,0.00,paid,2026-02-11
O20260211-000054,C029995,2026-02-11T09:12:02,US,USD,paypal,0.00,5.00,shipped,2026-02-11
O20260211-000055,C026099,2026-02-07T15:16:02,FR,EUR,paypal,4.99,5.00,placed,2026-02-11
O20260211-000056,C021754,2026-02-09T03:51:23,GB,GBP,gift_card,7.99,10.00,delivered,2026-02-11
O20260211-000057,C012244,2026-02-08T22:31:23,SE,SEK,klarna,0.00,10.00,placed,2026-02-11
O20260211-000058,C039483,2026-02-10T17:18:20,NL,EUR,card,0.00,5.00,shipped,2026-02-11
O20260211-000059,C029224,2026-02-07T22:27:10,SE,SEK,gift_card,4.99,10.00,placed,2026-02-11
O20260211-000060,C023106,2026-02-07T13:17:40,GB,GBP,card,0.00,10.00,shipped,2026-02-11
O20260211-000061,C010485,2026-02-11T04:54:38,FR,EUR,gift_card,0.00,0.00,placed,2026-02-11
O20260211-000062,C024008,2026-02-09T12:36:02,DE,EUR,paypal,7.99,5.00,shipped,2026-02-11
O20260211-000063,C005039,2026-02-07T04:33:23,NL,EUR,gift_card,4.99,5.00,paid,2026-02-11
O20260211-000064,C001699,2026-02-06T05:31:33,US,USD,gift_card,0.00,5.00,shipped,2026-02-11
O20260211-000065,C029247,2026-02-10T19:18:44,GB,GBP,gift_card,2.99,0.00,paid,2026-02-11
O20260211-000066,C029626,2026-02-10T22:28:05,US,USD,klarna,4.99,0.00,cancelled,2026-02-11
O20260211-000067,C019030,2026-02-09T05:45:45,FR,EUR,paypal,4.99,15.00,paid,2026-02-11
O20260211-000068,C013172,2026-02-10T07:50:31,US,USD,card,4.99,15.00,cancelled,2026-02-11
O20260211-000069,C030632,2026-02-07T04:39:56,SE,SEK,card,0.00,5.00,delivered,2026-02-11
O20260211-000070,C031370,2026-02-07T13:49:26,GB,GBP,card,2.99,5.00,placed,2026-02-11
O20260211-000071,C030529,2026-02-06T16:22:08,NL,EUR,paypal,2.99,10.00,cancelled,2026-02-11
O20260211-000072,C008138,2026-02-07T04:19:10,US,USD,paypal,4.99,0.00,shipped,2026-02-11
O20260211-000073,C018616,2026-02-11T08:12:40,FR,EUR,klarna,2.99,5.00,cancelled,2026-02-11
O20260211-000074,C006123,2026-02-07T20:10:37,FR,EUR,paypal,2.99,15.00,cancelled,2026-02-11
O20260211-000075,C036938,2026-02-11T00:05:02,SE,SEK,klarna,2.99,15.00,delivered,2026-02-11
O20260211-000076,C001985,2026-02-08T20:34:18,FR,EUR,klarna,7.99,0.00,delivered,2026-02-11
O20260211-000077,C029724,2026-02-11T22:03:10,SE,SEK,gift_card,7.99,10.00,delivered,2026-02-11
O20260211-000078,C022295,2026-02-07T04:20:55,DE,EUR,klarna,4.99,10.00,paid,2026-02-11
O20260211-000079,C033750,2026-02-07T03:20:15,SE,SEK,gift_card,0.00,5.00,delivered,2026-02-11
O20260211-000080,C009233,2026-02-11T01:18:24,DE,EUR,gift_card,2.99,0.00,shipped,2026-02-11
O20260211-000081,C020495,2026-02-10T05:31:32,FR,EUR,gift_card,7.99,5.00,delivered,2026-02-11
O20260211-000082,C005902,2026-02-08T16:29:15,US,USD,paypal,4.99,0.00,placed,2026-02-11
O20260211-000083,C032434,2026-02-07T20:43:30,SE,SEK,klarna,0.00,0.00,delivered,2026-02-11
O20260211-000084,C017333,2026-02-06T11:48:25,DE,EUR,klarna,0.00,10.00,placed,2026-02-11
O20260211-000085,C036820,2026-02-10T11:35:18,FR,EUR,card,7.99,15.00,delivered,2026-02-11
O20260211-000086,C018332,2026-02-07T21:39:07,FR,EUR,paypal,0.00,10.00,shipped,2026-02-11
O20260211-000087,C036559,2026-02-09T04:12:38,SE,SEK,gift_card,0.00,0.00,placed,2026-02-11
O20260211-000088,C021827,2026-02-08T16:29:09,DE,EUR,paypal,4.99,15.00,shipped,2026-02-11
O20260211-000089,C025753,2026-02-07T23:53:19,DE,EUR,klarna,7.99,15.00,shipped,2026-02-11
O20260211-000090,C001091,2026-02-09T10:43:07,NL,EUR,gift_card,4.99,0.00,cancelled,2026-02-11
O20260211-000091,C017402,2026-02-06T18:36:14,NL,EUR,card,7.99,0.00,cancelled,2026-02-11
O20260211-000092,C024917,2026-02-10T21:15:02,GB,GBP,card,2.99,0.00,delivered,2026-02-11
O20260211-000093,C027446,2026-02-10T13:44:13,SE,SEK,gift_card,7.99,0.00,paid,2026-02-11
O20260211-000094,C013589,2026-02-07T10:42:30,FR,EUR,gift_card,4.99,0.00,delivered,2026-02-11
O20260211-000095,C022435,2026-02-07T11:43:49,FR,EUR,klarna,7.99,0.00,paid,2026-02-11
O20260211-000096,C036575,2026-02-09T07:19:49,SE,SEK,klarna,2.99,10.00,shipped,2026-02-11
O20260211-000097,C022860,2026-02-07T23:17:18,NL,EUR,card,7.99,10.00,shipped,2026-02-11
O20260211-000098,C019036,2026-02-11T09:45:05,DE,EUR,klarna,7.99,5.00,delivered,2026-02-11
O20260211-000099,C013243,2026-02-07T08:59:35,DE,EUR,klarna,2.99,0.00,cancelled,2026-02-11
O20260211-000100,C038459,2026-02-10T07:03:42,GB,GBP,paypal,2.99,0.00,placed,2026-02-11
O20260211-000101,C021647,2026-02-06T15:06:43,NL,EUR,paypal,0.00,15.00,paid,2026-02-11
O20260211-000102,C031176,2026-02-08T20:12:48,NL,EUR,klarna,4.99,5.00,placed,2026-02-11
O20260211-000103,C037627,2026-02-10T17:47:46,US,USD,card,2.99,10.00,paid,2026-02-11
O20260211-000104,C026018,2026-02-08T05:59:47,US,USD,klarna,0.00,0.00,shipped,2026-02-11
O20260211-000105,C039504,2026-02-11T10:18:29,FR,EUR,gift_card,2.99,15.00,delivered,2026-02-11
O20260211-000106,C012637,2026-02-11T10:10:46,SE,SEK,gift_card,4.99,0.00,placed,2026-02-11
O20260211-000107,C022093,2026-02-09T18:43:48,GB,GBP,paypal,2.99,15.00,delivered,2026-02-11
O20260211-000108,C033770,2026-02-09T02:25:42,NL,EUR,card,2.99,0.00,delivered,2026-02-11
O20260211-000109,C016257,2026-02-11T08:24:15,SE,SEK,gift_card,4.99,5.00,shipped,2026-02-11
O20260211-000110,C037545,2026-02-11T08:41:23,FR,EUR,paypal,0.00,0.00,delivered,2026-02-11
O20260211-000111,C010468,2026-02-08T21:32:59,SE,SEK,klarna,0.00,5.00,shipped,2026-02-11
O20260211-000112,C014474,2026-02-10T04:30:09,FR,EUR,gift_card,4.99,10.00,cancelled,2026-02-11
O20260211-000113,C035227,2026-02-06T06:48:15,NL,EUR,card,7.99,15.00,shipped,2026-02-11
O20260211-000114,C036974,2026-02-11T01:53:35,US,USD,paypal,2.99,0.00,shipped,2026-02-11
O20260211-000115,C028957,2026-02-11T21:13:45,FR,EUR,gift_card,0.00,15.00,delivered,2026-02-11
O20260211-000116,C029717,2026-02-10T16:26:29,US,USD,card,7.99,5.00,placed,2026-02-11
O20260211-000117,C016677,2026-02-11T23:13:37,NL,EUR,card,0.00,10.00,shipped,2026-02-11
O20260211-000118,C004179,2026-02-07T01:59:57,GB,GBP,card,7.99,0.00,shipped,2026-02-11
O20260211-000119,C011796,2026-02-10T20:46:41,NL,EUR,gift_card,4.99,10.00,delivered,2026-02-11
O20260211-000120,C024619,2026-02-11T21:42:55,NL,EUR,paypal,4.99,0.00,paid,2026-02-11
O20260211-000121,C025760,2026-02-07T04:46:14,FR,EUR,card,0.00,5.00,delivered,2026-02-11
O20260211-000122,C035681,2026-02-08T17:24:52,GB,GBP,paypal,2.99,10.00,shipped,2026-02-11
O20260211-000123,C018065,2026-02-10T23:48:07,DE,EUR,card,7.99,15.00,placed,2026-02-11
O20260211-000124,C013506,2026-02-11T03:38:02,DE,EUR,gift_card,0.00,0.00,placed,2026-02-11
O20260211-000125,C028768,2026-02-10T17:13:48,NL,EUR,card,2.99,15.00,shipped,2026-02-11
O20260211-000126,C037756,2026-02-09T18:38:49,DE,EUR,klarna,2.99,5.00,paid,2026-02-11
O20260211-000127,C034161,2026-02-10T13:19:17,GB,GBP,card,2.99,10.00,cancelled,2026-02-11
O20260211-000128,C003073,2026-02-09T20:42:24,NL,EUR,klarna,7.99,10.00,paid,2026-02-11
O20260211-000129,C024672,2026-02-10T17:30:15,SE,SEK,paypal,4.99,0.00,delivered,2026-02-11
O20260211-000130,C036857,2026-02-08T13:35:33,US,USD,paypal,7.99,0.00,shipped,2026-02-11
O20260211-000131,C021645,2026-02-06T02:59:28,DE,EUR,klarna,0.00,15.00,paid,2026-02-11
O20260211-000132,C017594,2026-02-08T21:38:38,US,USD,card,0.00,0.00,cancelled,2026-02-11
O20260211-000133,C036625,2026-02-10T15:13:55,GB,GBP,klarna,4.99,0.00,paid,2026-02-11
O20260211-000125,C028768,2026-02-10T17:13:48,NL,EUR,card,2.99,15.00,shipped,2026-02-11
O20260211-000128,C003073,2026-02-09T20:42:24,NL,EUR,klarna,7.99,10.00,paid,2026-02-11
O20260211-000016,C003262,2026-02-06T02:17:28,FR,EUR,gift_card,7.99,15.00,delivered,2026-02-11
O20260211-000133,C036625,2026-02-10T15:13:55,GB,GBP,klarna,4.99,0.00,paid,2026-02-11
O20260211-000064,C001699,2026-02-06T05:31:33,US,USD,gift_card,0.00,5.00,shipped,2026-02-11
O-BAD-001,,not-a-timestamp,XX,???,cash_in_pigeon,free,-999999,teleported,2026/13/40
,,,,,
broken|delimiter|line|not|csv
